#xi phi g4
2.800000 2.654646 0.826446
2.800000 2.670354 0.833944
2.800000 2.686062 0.841597
2.800000 2.701770 0.849374
2.800000 2.717478 0.857245
2.800000 2.733186 0.865179
2.800000 2.748894 0.873144
2.800000 2.764602 0.881110
2.800000 2.780309 0.889043
2.800000 2.796017 0.896915
2.800000 2.811725 0.904692
2.800000 2.827433 0.912345
2.800000 2.843141 0.919843
2.800000 2.858849 0.927157
2.800000 2.874557 0.934257
2.800000 2.890265 0.941117
2.800000 2.905973 0.947708
2.800000 2.921681 0.954005
2.800000 2.937389 0.959983
2.800000 2.953097 0.965618
2.800000 2.968805 0.970888
2.800000 2.984513 0.975773
2.800000 3.000221 0.980252
2.800000 3.015929 0.984309
2.800000 3.031637 0.987927
2.800000 3.047345 0.991092
2.800000 3.063053 0.993791
2.800000 3.078761 0.996015
2.800000 3.094469 0.997753
2.800000 3.110177 0.999000
2.800000 3.125885 0.999750
2.800000 3.141593 1.000000
2.800000 3.157301 0.999750
2.800000 3.173009 0.999000
2.800000 3.188717 0.997753
2.800000 3.204425 0.996015
2.800000 3.220132 0.993791
2.800000 3.235840 0.991092
2.800000 3.251548 0.987927
2.800000 3.267256 0.984309
2.800000 3.282964 0.980252
2.800000 3.298672 0.975773
2.800000 3.314380 0.970888
2.800000 3.330088 0.965618
2.800000 3.345796 0.959983
2.800000 3.361504 0.954005
2.800000 3.377212 0.947708
2.800000 3.392920 0.941117
2.800000 3.408628 0.934257
2.800000 3.424336 0.927157
2.800000 3.440044 0.919843
2.800000 3.455752 0.912345
2.800000 3.471460 0.904692
2.800000 3.487168 0.896915
2.800000 3.502876 0.889043
2.800000 3.518584 0.881110
2.800000 3.534292 0.873144
2.800000 3.550000 0.865179
2.800000 3.565708 0.857245
2.800000 3.581416 0.849374
2.800000 3.597124 0.841597
2.800000 3.612832 0.833944
2.800000 3.628540 0.826446
2.800000 3.644247 0.819132
2.800000 3.659955 0.812031
2.800000 3.675663 0.805172
2.800000 3.691371 0.798580
2.800000 3.707079 0.792283
2.800000 3.722787 0.786306
2.800000 3.738495 0.780670
2.800000 3.754203 0.775400
2.800000 3.769911 0.770516
2.800000 3.785619 0.766036
2.800000 3.801327 0.761980
2.800000 3.817035 0.758362
2.800000 3.832743 0.755197
2.800000 3.848451 0.752497
2.800000 3.864159 0.750274
2.800000 3.879867 0.748535
2.800000 3.895575 0.747289
2.800000 3.911283 0.746539
2.800000 3.926991 0.746289
2.800000 3.942699 0.746539
2.800000 3.958407 0.747289
2.800000 3.974115 0.748535
2.800000 3.989823 0.750274
2.800000 4.005531 0.752497
2.800000 4.021239 0.755197
2.800000 4.036947 0.758362
2.800000 4.052655 0.761980
2.800000 4.068362 0.766036
2.800000 4.084070 0.770516
2.800000 4.099778 0.775400
2.800000 4.115486 0.780670
2.800000 4.131194 0.786306
2.800000 4.146902 0.792283
2.800000 4.162610 0.798580
2.800000 4.178318 0.805172
2.800000 4.194026 0.812031
2.800000 4.209734 0.819132
2.800000 4.225442 0.826446
2.800000 4.241150 0.833944
2.800000 4.256858 0.841597
2.800000 4.272566 0.849374
2.800000 4.288274 0.857245
2.800000 4.303982 0.865179
2.800000 4.319690 0.873144
2.800000 4.335398 0.881110
2.800000 4.351106 0.889043
2.800000 4.366814 0.896915
2.800000 4.382522 0.904692
2.800000 4.398230 0.912345
2.800000 4.413938 0.919843
2.800000 4.429646 0.927157
2.800000 4.445354 0.934257
2.800000 4.461062 0.941117
2.800000 4.476770 0.947708
2.800000 4.492477 0.954005
2.800000 4.508185 0.959983
2.800000 4.523893 0.965618
2.800000 4.539601 0.970888
2.800000 4.555309 0.975773
2.800000 4.571017 0.980252
2.800000 4.586725 0.984309
2.800000 4.602433 0.987927
2.800000 4.618141 0.991092
2.800000 4.633849 0.993791
2.800000 4.649557 0.996015
2.800000 4.665265 0.997753
2.800000 4.680973 0.999000
2.800000 4.696681 0.999750
2.800000 4.712389 1.000000
2.800000 4.728097 0.999750
2.800000 4.743805 0.999000
2.800000 4.759513 0.997753
2.800000 4.775221 0.996015
2.800000 4.790929 0.993791
2.800000 4.806637 0.991092
2.800000 4.822345 0.987927
2.800000 4.838053 0.984309
2.800000 4.853761 0.980252
2.800000 4.869469 0.975773
2.800000 4.885177 0.970888
2.800000 4.900885 0.965618
2.800000 4.916593 0.959983
2.800000 4.932300 0.954005
2.800000 4.948008 0.947708
2.800000 4.963716 0.941117
2.800000 4.979424 0.934257
2.800000 4.995132 0.927157
2.800000 5.010840 0.919843
2.800000 5.026548 0.912345
2.800000 5.042256 0.904692
2.800000 5.057964 0.896915
2.800000 5.073672 0.889043
2.800000 5.089380 0.881110
2.800000 5.105088 0.873144
2.800000 5.120796 0.865179
2.800000 5.136504 0.857245
2.800000 5.152212 0.849374
2.800000 5.167920 0.841597
2.800000 5.183628 0.833944
2.800000 5.199336 0.826446
2.800000 5.215044 0.819132
2.800000 5.230752 0.812031
2.800000 5.246460 0.805172
2.800000 5.262168 0.798580
2.800000 5.277876 0.792283
2.800000 5.293584 0.786306
2.800000 5.309292 0.780670
2.800000 5.325000 0.775400
2.800000 5.340708 0.770516
2.800000 5.356415 0.766036
2.800000 5.372123 0.761980
2.800000 5.387831 0.758362
2.800000 5.403539 0.755197
2.800000 5.419247 0.752497
2.800000 5.434955 0.750274
2.800000 5.450663 0.748535
2.800000 5.466371 0.747289
2.800000 5.482079 0.746539
2.800000 5.497787 0.746289
2.800000 5.513495 0.746539
2.800000 5.529203 0.747289
2.800000 5.544911 0.748535
2.800000 5.560619 0.750274
2.800000 5.576327 0.752497
2.800000 5.592035 0.755197
2.800000 5.607743 0.758362
2.800000 5.623451 0.761980
2.800000 5.639159 0.766036
2.800000 5.654867 0.770516
2.800000 5.670575 0.775400
2.800000 5.686283 0.780670
2.800000 5.701991 0.786306
2.800000 5.717699 0.792283
2.800000 5.733407 0.798580
2.800000 5.749115 0.805172
2.800000 5.764823 0.812031
2.800000 5.780530 0.819132
2.800000 5.796238 0.826446
2.800000 5.811946 0.833944
2.800000 5.827654 0.841597
2.800000 5.843362 0.849374
2.800000 5.859070 0.857245
2.800000 5.874778 0.865179
2.800000 5.890486 0.873144
2.800000 5.906194 0.881110
2.800000 5.921902 0.889043
2.800000 5.937610 0.896915
2.800000 5.953318 0.904692
2.800000 5.969026 0.912345
2.800000 5.984734 0.919843
2.800000 6.000442 0.927157
2.800000 6.016150 0.934257
2.800000 6.031858 0.941117
2.800000 6.047566 0.947708
2.800000 6.063274 0.954005
2.800000 6.078982 0.959983
2.800000 6.094690 0.965618
2.800000 6.110398 0.970888
2.800000 6.126106 0.975773
2.800000 6.141814 0.980252
2.800000 6.157522 0.984309
2.800000 6.173230 0.987927
2.800000 6.188938 0.991092
2.800000 6.204645 0.993791
2.800000 6.220353 0.996015
2.800000 6.236061 0.997753
2.800000 6.251769 0.999000
2.800000 6.267477 0.999750
2.900000 0.000000 1.000000
2.900000 0.015708 0.999750
2.900000 0.031416 0.999002
2.900000 0.047124 0.997759
2.900000 0.062832 0.996025
2.900000 0.078540 0.993808
2.900000 0.094248 0.991115
2.900000 0.109956 0.987959
2.900000 0.125664 0.984351
2.900000 0.141372 0.980305
2.900000 0.157080 0.975837
2.900000 0.172788 0.970966
2.900000 0.188496 0.965710
2.900000 0.204204 0.960089
2.900000 0.219911 0.954127
2.900000 0.235619 0.947847
2.900000 0.251327 0.941274
2.900000 0.267035 0.934432
2.900000 0.282743 0.927351
2.900000 0.298451 0.920056
2.900000 0.314159 0.912578
2.900000 0.329867 0.904945
2.900000 0.345575 0.897189
2.900000 0.361283 0.889339
2.900000 0.376991 0.881426
2.900000 0.392699 0.873482
2.900000 0.408407 0.865538
2.900000 0.424115 0.857625
2.900000 0.439823 0.849774
2.900000 0.455531 0.842018
2.900000 0.471239 0.834385
2.900000 0.486947 0.826907
2.900000 0.502655 0.819613
2.900000 0.518363 0.812531
2.900000 0.534071 0.805690
2.900000 0.549779 0.799116
2.900000 0.565487 0.792836
2.900000 0.581195 0.786874
2.900000 0.596903 0.781254
2.900000 0.612611 0.775998
2.900000 0.628319 0.771126
2.900000 0.644026 0.766659
2.900000 0.659734 0.762613
2.900000 0.675442 0.759004
2.900000 0.691150 0.755848
2.900000 0.706858 0.753156
2.900000 0.722566 0.750938
2.900000 0.738274 0.749204
2.900000 0.753982 0.747961
2.900000 0.769690 0.747213
2.900000 0.785398 0.746963
2.900000 0.801106 0.747213
2.900000 0.816814 0.747961
2.900000 0.832522 0.749204
2.900000 0.848230 0.750938
2.900000 0.863938 0.753156
2.900000 0.879646 0.755848
2.900000 0.895354 0.759004
2.900000 0.911062 0.762613
2.900000 0.926770 0.766659
2.900000 0.942478 0.771126
2.900000 0.958186 0.775998
2.900000 0.973894 0.781254
2.900000 0.989602 0.786874
2.900000 1.005310 0.792836
2.900000 1.021018 0.799116
2.900000 1.036726 0.805690
2.900000 1.052434 0.812531
2.900000 1.068142 0.819613
2.900000 1.083849 0.826907
2.900000 1.099557 0.834385
2.900000 1.115265 0.842018
2.900000 1.130973 0.849774
2.900000 1.146681 0.857625
2.900000 1.162389 0.865538
2.900000 1.178097 0.873482
2.900000 1.193805 0.881426
2.900000 1.209513 0.889339
2.900000 1.225221 0.897189
2.900000 1.240929 0.904945
2.900000 1.256637 0.912578
2.900000 1.272345 0.920056
2.900000 1.288053 0.927351
2.900000 1.303761 0.934432
2.900000 1.319469 0.941274
2.900000 1.335177 0.947847
2.900000 1.350885 0.954127
2.900000 1.366593 0.960089
2.900000 1.382301 0.965710
2.900000 1.398009 0.970966
2.900000 1.413717 0.975837
2.900000 1.429425 0.980305
2.900000 1.445133 0.984351
2.900000 1.460841 0.987959
2.900000 1.476549 0.991115
2.900000 1.492257 0.993808
2.900000 1.507964 0.996025
2.900000 1.523672 0.997759
2.900000 1.539380 0.999002
2.900000 1.555088 0.999750
2.900000 1.570796 1.000000
2.900000 1.586504 0.999750
2.900000 1.602212 0.999002
2.900000 1.617920 0.997759
2.900000 1.633628 0.996025
2.900000 1.649336 0.993808
2.900000 1.665044 0.991115
2.900000 1.680752 0.987959
2.900000 1.696460 0.984351
2.900000 1.712168 0.980305
2.900000 1.727876 0.975837
2.900000 1.743584 0.970966
2.900000 1.759292 0.965710
2.900000 1.775000 0.960089
2.900000 1.790708 0.954127
2.900000 1.806416 0.947847
2.900000 1.822124 0.941274
2.900000 1.837832 0.934432
2.900000 1.853540 0.927351
2.900000 1.869248 0.920056
2.900000 1.884956 0.912578
2.900000 1.900664 0.904945
2.900000 1.916372 0.897189
2.900000 1.932079 0.889339
2.900000 1.947787 0.881426
2.900000 1.963495 0.873482
2.900000 1.979203 0.865538
2.900000 1.994911 0.857625
2.900000 2.010619 0.849774
2.900000 2.026327 0.842018
2.900000 2.042035 0.834385
2.900000 2.057743 0.826907
2.900000 2.073451 0.819613
2.900000 2.089159 0.812531
2.900000 2.104867 0.805690
2.900000 2.120575 0.799116
2.900000 2.136283 0.792836
2.900000 2.151991 0.786874
2.900000 2.167699 0.781254
2.900000 2.183407 0.775998
2.900000 2.199115 0.771126
2.900000 2.214823 0.766659
2.900000 2.230531 0.762613
2.900000 2.246239 0.759004
2.900000 2.261947 0.755848
2.900000 2.277655 0.753156
2.900000 2.293363 0.750938
2.900000 2.309071 0.749204
2.900000 2.324779 0.747961
2.900000 2.340487 0.747213
2.900000 2.356194 0.746963
2.900000 2.371902 0.747213
2.900000 2.387610 0.747961
2.900000 2.403318 0.749204
2.900000 2.419026 0.750938
2.900000 2.434734 0.753156
2.900000 2.450442 0.755848
2.900000 2.466150 0.759004
2.900000 2.481858 0.762613
2.900000 2.497566 0.766659
2.900000 2.513274 0.771126
2.900000 2.528982 0.775998
2.900000 2.544690 0.781254
2.900000 2.560398 0.786874
2.900000 2.576106 0.792836
2.900000 2.591814 0.799116
2.900000 2.607522 0.805690
2.900000 2.623230 0.812531
2.900000 2.638938 0.819613
2.900000 2.654646 0.826907
2.900000 2.670354 0.834385
2.900000 2.686062 0.842018
2.900000 2.701770 0.849774
2.900000 2.717478 0.857625
2.900000 2.733186 0.865538
2.900000 2.748894 0.873482
2.900000 2.764602 0.881426
2.900000 2.780309 0.889339
2.900000 2.796017 0.897189
2.900000 2.811725 0.904945
2.900000 2.827433 0.912578
2.900000 2.843141 0.920056
2.900000 2.858849 0.927351
2.900000 2.874557 0.934432
2.900000 2.890265 0.941274
2.900000 2.905973 0.947847
2.900000 2.921681 0.954127
2.900000 2.937389 0.960089
2.900000 2.953097 0.965710
2.900000 2.968805 0.970966
2.900000 2.984513 0.975837
2.900000 3.000221 0.980305
2.900000 3.015929 0.984351
2.900000 3.031637 0.987959
2.900000 3.047345 0.991115
2.900000 3.063053 0.993808
2.900000 3.078761 0.996025
2.900000 3.094469 0.997759
2.900000 3.110177 0.999002
2.900000 3.125885 0.999750
2.900000 3.141593 1.000000
2.900000 3.157301 0.999750
2.900000 3.173009 0.999002
2.900000 3.188717 0.997759
2.900000 3.204425 0.996025
2.900000 3.220132 0.993808
2.900000 3.235840 0.991115
2.900000 3.251548 0.987959
2.900000 3.267256 0.984351
2.900000 3.282964 0.980305
2.900000 3.298672 0.975837
2.900000 3.314380 0.970966
2.900000 3.330088 0.965710
2.900000 3.345796 0.960089
2.900000 3.361504 0.954127
2.900000 3.377212 0.947847
2.900000 3.392920 0.941274
2.900000 3.408628 0.934432
2.900000 3.424336 0.927351
2.900000 3.440044 0.920056
2.900000 3.455752 0.912578
2.900000 3.471460 0.904945
2.900000 3.487168 0.897189
2.900000 3.502876 0.889339
2.900000 3.518584 0.881426
2.900000 3.534292 0.873482
2.900000 3.550000 0.865538
2.900000 3.565708 0.857625
2.900000 3.581416 0.849774
2.900000 3.597124 0.842018
2.900000 3.612832 0.834385
2.900000 3.628540 0.826907
2.900000 3.644247 0.819613
2.900000 3.659955 0.812531
2.900000 3.675663 0.805690
2.900000 3.691371 0.799116
2.900000 3.707079 0.792836
2.900000 3.722787 0.786874
2.900000 3.738495 0.781254
2.900000 3.754203 0.775998
2.900000 3.769911 0.771126
2.900000 3.785619 0.766659
2.900000 3.801327 0.762613
2.900000 3.817035 0.759004
2.900000 3.832743 0.755848
2.900000 3.848451 0.753156
2.900000 3.864159 0.750938
2.900000 3.879867 0.749204
2.900000 3.895575 0.747961
2.900000 3.911283 0.747213
2.900000 3.926991 0.746963
2.900000 3.942699 0.747213
2.900000 3.958407 0.747961
2.900000 3.974115 0.749204
2.900000 3.989823 0.750938
2.900000 4.005531 0.753156
2.900000 4.021239 0.755848
2.900000 4.036947 0.759004
2.900000 4.052655 0.762613
2.900000 4.068362 0.766659
2.900000 4.084070 0.771126
2.900000 4.099778 0.775998
2.900000 4.115486 0.781254
2.900000 4.131194 0.786874
2.900000 4.146902 0.792836
2.900000 4.162610 0.799116
2.900000 4.178318 0.805690
2.900000 4.194026 0.812531
2.900000 4.209734 0.819613
2.900000 4.225442 0.826907
2.900000 4.241150 0.834385
2.900000 4.256858 0.842018
2.900000 4.272566 0.849774
2.900000 4.288274 0.857625
2.900000 4.303982 0.865538
2.900000 4.319690 0.873482
2.900000 4.335398 0.881426
2.900000 4.351106 0.889339
2.900000 4.366814 0.897189
2.900000 4.382522 0.904945
2.900000 4.398230 0.912578
2.900000 4.413938 0.920056
2.900000 4.429646 0.927351
2.900000 4.445354 0.934432
2.900000 4.461062 0.941274
2.900000 4.476770 0.947847
2.900000 4.492477 0.954127
2.900000 4.508185 0.960089
2.900000 4.523893 0.965710
2.900000 4.539601 0.970966
2.900000 4.555309 0.975837
2.900000 4.571017 0.980305
2.900000 4.586725 0.984351
2.900000 4.602433 0.987959
2.900000 4.618141 0.991115
2.900000 4.633849 0.993808
2.900000 4.649557 0.996025
2.900000 4.665265 0.997759
2.900000 4.680973 0.999002
2.900000 4.696681 0.999750
2.900000 4.712389 1.000000
2.900000 4.728097 0.999750
2.900000 4.743805 0.999002
2.900000 4.759513 0.997759
2.900000 4.775221 0.996025
2.900000 4.790929 0.993808
2.900000 4.806637 0.991115
2.900000 4.822345 0.987959
2.900000 4.838053 0.984351
2.900000 4.853761 0.980305
2.900000 4.869469 0.975837
2.900000 4.885177 0.970966
2.900000 4.900885 0.965710
2.900000 4.916593 0.960089
2.900000 4.932300 0.954127
2.900000 4.948008 0.947847
2.900000 4.963716 0.941274
2.900000 4.979424 0.934432
2.900000 4.995132 0.927351
2.900000 5.010840 0.920056
2.900000 5.026548 0.912578
2.900000 5.042256 0.904945
2.900000 5.057964 0.897189
2.900000 5.073672 0.889339
2.900000 5.089380 0.881426
2.900000 5.105088 0.873482
2.900000 5.120796 0.865538
2.900000 5.136504 0.857625
2.900000 5.152212 0.849774
2.900000 5.167920 0.842018
2.900000 5.183628 0.834385
2.900000 5.199336 0.826907
2.900000 5.215044 0.819613
2.900000 5.230752 0.812531
2.900000 5.246460 0.805690
2.900000 5.262168 0.799116
2.900000 5.277876 0.792836
2.900000 5.293584 0.786874
2.900000 5.309292 0.781254
2.900000 5.325000 0.775998
2.900000 5.340708 0.771126
2.900000 5.356415 0.766659
2.900000 5.372123 0.762613
2.900000 5.387831 0.759004
2.900000 5.403539 0.755848
2.900000 5.419247 0.753156
2.900000 5.434955 0.750938
2.900000 5.450663 0.749204
2.900000 5.466371 0.747961
2.900000 5.482079 0.747213
2.900000 5.497787 0.746963
2.900000 5.513495 0.747213
2.900000 5.529203 0.747961
2.900000 5.544911 0.749204
2.900000 5.560619 0.750938
2.900000 5.576327 0.753156
2.900000 5.592035 0.755848
2.900000 5.607743 0.759004
2.900000 5.623451 0.762613
2.900000 5.639159 0.766659
2.900000 5.654867 0.771126
2.900000 5.670575 0.775998
2.900000 5.686283 0.781254
2.900000 5.701991 0.786874
2.900000 5.717699 0.792836
2.900000 5.733407 0.799116
2.900000 5.749115 0.805690
2.900000 5.764823 0.812531
2.900000 5.780530 0.819613
2.900000 5.796238 0.826907
2.900000 5.811946 0.834385
2.900000 5.827654 0.842018
2.900000 5.843362 0.849774
2.900000 5.859070 0.857625
2.900000 5.874778 0.865538
2.900000 5.890486 0.873482
2.900000 5.906194 0.881426
2.900000 5.921902 0.889339
2.900000 5.937610 0.897189
2.900000 5.953318 0.904945
2.900000 5.969026 0.912578
2.900000 5.984734 0.920056
2.900000 6.000442 0.927351
2.900000 6.016150 0.934432
2.900000 6.031858 0.941274
2.900000 6.047566 0.947847
2.900000 6.063274 0.954127
2.900000 6.078982 0.960089
2.900000 6.094690 0.965710
2.900000 6.110398 0.970966
2.900000 6.126106 0.975837
2.900000 6.141814 0.980305
2.900000 6.157522 0.984351
2.900000 6.173230 0.987959
2.900000 6.188938 0.991115
2.900000 6.204645 0.993808
2.900000 6.220353 0.996025
2.900000 6.236061 0.997759
2.900000 6.251769 0.999002
2.900000 6.267477 0.999750
3.000000 0.000000 1.000000
3.000000 0.015708 0.999751
3.000000 0.031416 0.999005
3.000000 0.047124 0.997764
3.000000 0.062832 0.996034
3.000000 0.078540 0.993821
3.000000 0.094248 0.991135
3.000000 0.109956 0.987985
3.000000 0.125664 0.984385
3.000000 0.141372 0.980348
3.000000 0.157080 0.975890
3.000000 0.172788 0.971029
3.000000 0.188496 0.965784
3.000000 0.204204 0.960176
3.000000 0.219911 0.954228
3.000000 0.235619 0.947961
3.000000 0.251327 0.941402
3.000000 0.267035 0.934575
3.000000 0.282743 0.927509
3.000000 0.298451 0.920231
3.000000 0.314159 0.912769
3.000000 0.329867 0.905153
3.000000 0.345575 0.897413
3.000000 0.361283 0.889580
3.000000 0.376991 0.881684
3.000000 0.392699 0.873758
3.000000 0.408407 0.865831
3.000000 0.424115 0.857935
3.000000 0.439823 0.850102
3.000000 0.455531 0.842362
3.000000 0.471239 0.834746
3.000000 0.486947 0.827285
3.000000 0.502655 0.820006
3.000000 0.518363 0.812940
3.000000 0.534071 0.806113
3.000000 0.549779 0.799554
3.000000 0.565487 0.793288
3.000000 0.581195 0.787339
3.000000 0.596903 0.781731
3.000000 0.612611 0.776486
3.000000 0.628319 0.771625
3.000000 0.644026 0.767168
3.000000 0.659734 0.763130
3.000000 0.675442 0.759530
3.000000 0.691150 0.756380
3.000000 0.706858 0.753694
3.000000 0.722566 0.751481
3.000000 0.738274 0.749751
3.000000 0.753982 0.748511
3.000000 0.769690 0.747764
3.000000 0.785398 0.747515
3.000000 0.801106 0.747764
3.000000 0.816814 0.748511
3.000000 0.832522 0.749751
3.000000 0.848230 0.751481
3.000000 0.863938 0.753694
3.000000 0.879646 0.756380
3.000000 0.895354 0.759530
3.000000 0.911062 0.763130
3.000000 0.926770 0.767168
3.000000 0.942478 0.771625
3.000000 0.958186 0.776486
3.000000 0.973894 0.781731
3.000000 0.989602 0.787339
3.000000 1.005310 0.793288
3.000000 1.021018 0.799554
3.000000 1.036726 0.806113
3.000000 1.052434 0.812940
3.000000 1.068142 0.820006
3.000000 1.083849 0.827285
3.000000 1.099557 0.834746
3.000000 1.115265 0.842362
3.000000 1.130973 0.850102
3.000000 1.146681 0.857935
3.000000 1.162389 0.865831
3.000000 1.178097 0.873758
3.000000 1.193805 0.881684
3.000000 1.209513 0.889580
3.000000 1.225221 0.897413
3.000000 1.240929 0.905153
3.000000 1.256637 0.912769
3.000000 1.272345 0.920231
3.000000 1.288053 0.927509
3.000000 1.303761 0.934575
3.000000 1.319469 0.941402
3.000000 1.335177 0.947961
3.000000 1.350885 0.954228
3.000000 1.366593 0.960176
3.000000 1.382301 0.965784
3.000000 1.398009 0.971029
3.000000 1.413717 0.975890
3.000000 1.429425 0.980348
3.000000 1.445133 0.984385
3.000000 1.460841 0.987985
3.000000 1.476549 0.991135
3.000000 1.492257 0.993821
3.000000 1.507964 0.996034
3.000000 1.523672 0.997764
3.000000 1.539380 0.999005
3.000000 1.555088 0.999751
3.000000 1.570796 1.000000
3.000000 1.586504 0.999751
3.000000 1.602212 0.999005
3.000000 1.617920 0.997764
3.000000 1.633628 0.996034
3.000000 1.649336 0.993821
3.000000 1.665044 0.991135
3.000000 1.680752 0.987985
3.000000 1.696460 0.984385
3.000000 1.712168 0.980348
3.000000 1.727876 0.975890
3.000000 1.743584 0.971029
3.000000 1.759292 0.965784
3.000000 1.775000 0.960176
3.000000 1.790708 0.954228
3.000000 1.806416 0.947961
3.000000 1.822124 0.941402
3.000000 1.837832 0.934575
3.000000 1.853540 0.927509
3.000000 1.869248 0.920231
3.000000 1.884956 0.912769
3.000000 1.900664 0.905153
3.000000 1.916372 0.897413
3.000000 1.932079 0.889580
3.000000 1.947787 0.881684
3.000000 1.963495 0.873758
3.000000 1.979203 0.865831
3.000000 1.994911 0.857935
3.000000 2.010619 0.850102
3.000000 2.026327 0.842362
3.000000 2.042035 0.834746
3.000000 2.057743 0.827285
3.000000 2.073451 0.820006
3.000000 2.089159 0.812940
3.000000 2.104867 0.806113
3.000000 2.120575 0.799554
3.000000 2.136283 0.793288
3.000000 2.151991 0.787339
3.000000 2.167699 0.781731
3.000000 2.183407 0.776486
3.000000 2.199115 0.771625
3.000000 2.214823 0.767168
3.000000 2.230531 0.763130
3.000000 2.246239 0.759530
3.000000 2.261947 0.756380
3.000000 2.277655 0.753694
3.000000 2.293363 0.751481
3.000000 2.309071 0.749751
3.000000 2.324779 0.748511
3.000000 2.340487 0.747764
3.000000 2.356194 0.747515
3.000000 2.371902 0.747764
3.000000 2.387610 0.748511
3.000000 2.403318 0.749751
3.000000 2.419026 0.751481
3.000000 2.434734 0.753694
3.000000 2.450442 0.756380
3.000000 2.466150 0.759530
3.000000 2.481858 0.763130
3.000000 2.497566 0.767168
3.000000 2.513274 0.771625
3.000000 2.528982 0.776486
3.000000 2.544690 0.781731
3.000000 2.560398 0.787339
3.000000 2.576106 0.793288
3.000000 2.591814 0.799554
3.000000 2.607522 0.806113
3.000000 2.623230 0.812940
3.000000 2.638938 0.820006
3.000000 2.654646 0.827285
3.000000 2.670354 0.834746
3.000000 2.686062 0.842362
3.000000 2.701770 0.850102
3.000000 2.717478 0.857935
3.000000 2.733186 0.865831
3.000000 2.748894 0.873758
3.000000 2.764602 0.881684
3.000000 2.780309 0.889580
3.000000 2.796017 0.897413
3.000000 2.811725 0.905153
3.000000 2.827433 0.912769
3.000000 2.843141 0.920231
3.000000 2.858849 0.927509
3.000000 2.874557 0.934575
3.000000 2.890265 0.941402
3.000000 2.905973 0.947961
3.000000 2.921681 0.954228
3.000000 2.937389 0.960176
3.000000 2.953097 0.965784
3.000000 2.968805 0.971029
3.000000 2.984513 0.975890
3.000000 3.000221 0.980348
3.000000 3.015929 0.984385
3.000000 3.031637 0.987985
3.000000 3.047345 0.991135
3.000000 3.063053 0.993821
3.000000 3.078761 0.996034
3.000000 3.094469 0.997764
3.000000 3.110177 0.999005
3.000000 3.125885 0.999751
3.000000 3.141593 1.000000
3.000000 3.157301 0.999751
3.000000 3.173009 0.999005
3.000000 3.188717 0.997764
3.000000 3.204425 0.996034
3.000000 3.220132 0.993821
3.000000 3.235840 0.991135
3.000000 3.251548 0.987985
3.000000 3.267256 0.984385
3.000000 3.282964 0.980348
3.000000 3.298672 0.975890
3.000000 3.314380 0.971029
3.000000 3.330088 0.965784
3.000000 3.345796 0.960176
3.000000 3.361504 0.954228
3.000000 3.377212 0.947961
3.000000 3.392920 0.941402
3.000000 3.408628 0.934575
3.000000 3.424336 0.927509
3.000000 3.440044 0.920231
3.000000 3.455752 0.912769
3.000000 3.471460 0.905153
3.000000 3.487168 0.897413
3.000000 3.502876 0.889580
3.000000 3.518584 0.881684
3.000000 3.534292 0.873758
3.000000 3.550000 0.865831
3.000000 3.565708 0.857935
3.000000 3.581416 0.850102
3.000000 3.597124 0.842362
3.000000 3.612832 0.834746
3.000000 3.628540 0.827285
3.000000 3.644247 0.820006
3.000000 3.659955 0.812940
3.000000 3.675663 0.806113
3.000000 3.691371 0.799554
3.000000 3.707079 0.793288
3.000000 3.722787 0.787339
3.000000 3.738495 0.781731
3.000000 3.754203 0.776486
3.000000 3.769911 0.771625
3.000000 3.785619 0.767168
3.000000 3.801327 0.763130
3.000000 3.817035 0.759530
3.000000 3.832743 0.756380
3.000000 3.848451 0.753694
3.000000 3.864159 0.751481
3.000000 3.879867 0.749751
3.000000 3.895575 0.748511
3.000000 3.911283 0.747764
3.000000 3.926991 0.747515
3.000000 3.942699 0.747764
3.000000 3.958407 0.748511
3.000000 3.974115 0.749751
3.000000 3.989823 0.751481
3.000000 4.005531 0.753694
3.000000 4.021239 0.756380
3.000000 4.036947 0.759530
3.000000 4.052655 0.763130
3.000000 4.068362 0.767168
3.000000 4.084070 0.771625
3.000000 4.099778 0.776486
3.000000 4.115486 0.781731
3.000000 4.131194 0.787339
3.000000 4.146902 0.793288
3.000000 4.162610 0.799554
3.000000 4.178318 0.806113
3.000000 4.194026 0.812940
3.000000 4.209734 0.820006
3.000000 4.225442 0.827285
3.000000 4.241150 0.834746
3.000000 4.256858 0.842362
3.000000 4.272566 0.850102
3.000000 4.288274 0.857935
3.000000 4.303982 0.865831
3.000000 4.319690 0.873758
3.000000 4.335398 0.881684
3.000000 4.351106 0.889580
3.000000 4.366814 0.897413
3.000000 4.382522 0.905153
3.000000 4.398230 0.912769
3.000000 4.413938 0.920231
3.000000 4.429646 0.927509
3.000000 4.445354 0.934575
3.000000 4.461062 0.941402
3.000000 4.476770 0.947961
3.000000 4.492477 0.954228
3.000000 4.508185 0.960176
3.000000 4.523893 0.965784
3.000000 4.539601 0.971029
3.000000 4.555309 0.975890
3.000000 4.571017 0.980348
3.000000 4.586725 0.984385
3.000000 4.602433 0.987985
3.000000 4.618141 0.991135
3.000000 4.633849 0.993821
3.000000 4.649557 0.996034
3.000000 4.665265 0.997764
3.000000 4.680973 0.999005
3.000000 4.696681 0.999751
3.000000 4.712389 1.000000
